Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Moving Time,Distance_KM,Distance_m,Max Heart Rate,Commute,Activity Gear,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
2690427126,"8 Sep 2019, 11:57:08",Lunch recovery run,Run,,1212,1212,3.16,3166.899902,161,FALSE,Nike Pegasus 35,3.400000095,,40,82,3.599999905,7.300000191,5.900000095,0.05999558
2695966073,"10 Sep 2019, 12:07:05",Afternoon Run,Run,,997,993,3.24,3239.100098,179,FALSE,Nike Pegasus 35,4.400000095,,102,112,3.400000095,9.5,6.599999905,0.033960052
2703950212,"13 Sep 2019, 05:41:11",Morning Run,Run,,1638,1638,5.02,5027.399902,166,FALSE,Nike Pegasus 35,4.099999905,,82,82,3.700000048,6.900000095,7.199999809,-0.0019891
2706600402,"14 Sep 2019, 08:02:16",Morning Run,Run,,1021,1017,3.21,3216.399902,172,FALSE,Nike Pegasus 35,6.800000191,,85,110,3.299999952,9.199999809,2.900000095,0.009327198
2710561130,"15 Sep 2019, 08:25:15",First 30K,Run,#longrun,12443,12140,30.16,30161.80078,172,FALSE,Nike Pegasus 35,5.400000095,,1068,1104,1.200000048,9.800000191,15.19999981,0.000994636
2721382260,"19 Sep 2019, 05:30:02",Morning Run,Run,,969,969,3.19,3190.899902,179,FALSE,Nike Pegasus 35,6.199999809,,98,46,3.700000048,6.900000095,4.400000095,0.053276505
2725422829,"20 Sep 2019, 16:22:20",Afternoon Run,Run,,1684,1684,5.1,5105.600098,176,FALSE,Nike Pegasus 35,4.400000095,,131,107,3.700000048,7.099999905,4.300000191,0
2729744981,"21 Sep 2019, 07:14:35",Morning Run,Run,,964,964,3.05,3058.5,163,FALSE,Nike Pegasus 35,5.400000095,,60,53,3.900000095,7,2.799999952,0.016347883
2731484096,"22 Sep 2019, 16:08:50",Afternoon Run,Run,,1461,1461,4.02,4026.100098,163,FALSE,Nike Pegasus 35,4,,86,90,3.799999952,7,4.300000191,-0.012418966
2734093453,"23 Sep 2019, 17:19:45",Evening Run,Run,,3617,3617,10.54,10542,164,FALSE,Nike Pegasus 35,3.200000048,,,,,,0,0
2745463479,"28 Sep 2019, 07:39:22",Short Morning Run,Run,,968,968,3.01,3010,166,FALSE,Nike Pegasus 35,4,,41,68,4.599999905,7,4.400000095,-0.009966778
2748646127,"29 Sep 2019, 08:01:48",Ealing Half Marathon 2019,Run,#race,7054,7054,21.33,21337.5,183,FALSE,Nike LunarEpic Flyknit Shield,4.099999905,,491,500,17.70000076,61.09999847,6.400000095,-0.016403046
2764239129,"5 Oct 2019, 10:21:39","Taper, taper, taper down",Run,,3920,3920,11.02,11020,172,FALSE,Nike Pegasus 35,3.599999905,,216,213,0,7.800000191,7.5,0.003629764
2785217440,"13 Oct 2019, 06:38:05",Bucharest Marathon 2019,Run,First Marathon! #race,16931,16877,42.32,42319.30078,185,FALSE,Nike Pegasus 35,4,,1509,1510,62,92.30000305,12.19999981,0.006380068
2795179690,"17 Oct 2019, 06:55:45",Morning Run,Run,,908,903,3.11,3109.600098,187,FALSE,On Cloudflow,4.300000191,,77,55,3.900000095,6.599999905,4.900000095,-0.016079238
2983405309,"5 Jan 2020, 09:37:50",First 2020 Run #roadtoparis,Run,,1708,1705,5.03,5029.600098,186,FALSE,On Cloudflow,3.799999952,2.949912071,3.24000001,195,4.400000095,7.800000191,4.300000191,0.005964689
3000419867,"11 Jan 2020, 08:44:54",Morning Run,Run,,1297,1297,4.03,4036.899902,184,FALSE,On Cloudflow,4.699999809,3.112490416,4.329999924,110,4.099999905,7,3.700000048,0.029725779
3004580568,"12 Jan 2020, 11:47:58",Sunday Run,Run,,2721,2721,8,8004.399902,184,FALSE,On Cloudflow,4.5,2.941712618,14.30333328,134,1.799999952,9.699999809,6.199999809,0.049972516
3009659383,"14 Jan 2020, 07:07:30",Morning Run,Run,,1672,1672,5.07,5074.899902,178,FALSE,Nike Pegasus 35,4.199999809,3.035227299,4.853333473,137,3.900000095,7,3.900000095,-0.003940965
3015511374,"16 Jan 2020, 07:04:26",Morning Run,Run,,1140,1140,3.51,3509.100098,172,FALSE,On Cloudflow,4.300000191,3.078157902,2.720000029,68,4.099999905,7,3.299999952,-0.017098401
3021652278,"18 Jan 2020, 11:48:55",Saturday Long Run,Run,#longrun,3795,3795,11.01,11012.7998,177,FALSE,On Cloudflow,3.799999952,2.901923656,16.23999977,152,1.799999952,7.800000191,4,0.007264274
3033895059,"22 Jan 2020, 15:58:03",Afternoon Run,Run,5K in the drizzle ,1564,1564,5,5003.100098,174,FALSE,Nike LunarEpic Flyknit Shield,4.800000191,3.198913097,14.44999981,129,1.200000048,8.300000191,14,-0.007995043
3038256857,"24 Jan 2020, 06:39:16",Morning Run,Run,,931,926,3.09,3098.699951,190,FALSE,Nike LunarEpic Flyknit Shield,4.400000095,3.346328259,2.430681705,67,3.900000095,6.699999809,3.200000048,0.041953076
3045232166,"26 Jan 2020, 10:19:33",Morning Long Run,Run,#longrun,4987,4984,14,14005.90039,175,FALSE,Nike LunarEpic Flyknit Shield,5.199999809,2.810172558,27.34749985,516,-0.200000003,8.399999619,6.400000095,0.007139848
3049840104,"28 Jan 2020, 06:28:58",Morning Run,Run,,946,946,3.01,3015.899902,180,FALSE,Nike Pegasus 35,4.199999809,3.188055038,2.150000095,72,4.599999905,7,2.799999952,0.013263039
3058420308,"31 Jan 2020, 06:30:32",Morning Run,Run,,1570,1570,5.02,5021.899902,181,FALSE,Nike Pegasus 35,4.800000191,3.198662519,4.029166698,121,3.900000095,8.5,4,-0.019912781
3065117248,"2 Feb 2020, 11:07:00",Sunday Long Run,Run,#longrun,6064,6057,17.04,17045.5,175,FALSE,Nike LunarEpic Flyknit Shield,5.199999809,2.814182043,35.21456528,355,-0.200000003,8.5,9.800000191,-0.000586665
3072956730,"5 Feb 2020, 06:12:35",Leeds Insomnia Run,Run,First run in Leeds,1546,1533,5.04,5041.899902,184,FALSE,On Cloudflow,8.699999809,3.288910627,25.81023788,285,23.89999962,48.5,19.39999962,-0.130903035
3082231405,"8 Feb 2020, 11:05:58",Saturday Long Run by the river,Run,#longrun,7502,7502,20.02,20021.30078,177,FALSE,On Cloudflow,4.199999809,2.66879487,23.26000023,445,1.799999952,7.800000191,4.099999905,0.001997872
3098898642,"14 Feb 2020, 13:11:10",Afternoon Run,Run,,1502,1502,5,5008.700195,181,FALSE,Nike Pegasus 35,4,3.334686995,2.849999905,60,4.599999905,7.800000191,3.700000048,0.001996526
3115575269,"20 Feb 2020, 06:19:36",Early Morning Run,Run,,1236,1236,4.01,4010.300049,184,FALSE,Nike LunarEpic Flyknit Shield,5.400000095,3.244579315,9.828095436,160,3.5,8.5,5.099999905,0.007480737
3121036281,"22 Feb 2020, 09:13:37",Blustery Morning Run,Run,,960,960,3.19,3193.5,179,FALSE,Nike LunarEpic Flyknit Shield,4.800000191,3.326562405,6.222222328,114,3.900000095,7.900000095,3.900000095,0.015656803
3125427212,"23 Feb 2020, 12:27:46",All-seasons-in-one long run,Run,#longrun,8798,8620,23.07,23071.40039,175,FALSE,Nike LunarEpic Flyknit Shield,7.300000191,2.676496506,78.82785034,1037,-0.200000003,63.29999924,14.10000038,-0.217585415
3138168889,"28 Feb 2020, 06:33:22",Morning Run,Run,,1563,1563,5.1,5108.200195,180,FALSE,Nike Pegasus 35,3.900000095,3.268202066,3.049999952,89,4.199999809,7.800000191,4.199999809,-0.007830547
3145076703,"1 Mar 2020, 11:25:24",Sunny Sunday Long Run,Run,#longrun,9213,9126,25.01,25013.5,183,FALSE,Nike Pegasus 35,7.400000095,2.740905046,97.00460052,992,-2,29.10000038,18.79999924,-0.075559199
3149559908,"3 Mar 2020, 06:21:55",Morning Run,Run,,880,880,3.01,3009.5,181,FALSE,Nike Pegasus 35,5.300000191,3.419886351,6.753333569,105,3.700000048,8.5,3.700000048,-0.006645622
3165110941,"8 Mar 2020, 11:15:38",Sunday Lunch Run,Run,,3350,3348,10.03,10038.7998,174,FALSE,Nike Pegasus 35,5.300000191,2.998446941,21.09000015,206,5.699999809,51.59999847,8.199999809,-0.406423092
3191066368,"17 Mar 2020, 13:34:48",Afternoon Run,Run,First self isolation run,873,873,3.01,3011.699951,192,FALSE,On Cloudflow,4.5,3.449828148,,78,3.799999952,6.800000191,3.799999952,0
3207052831,"22 Mar 2020, 12:56:45",Lunch Run,Run,,1535,1535,5.01,5016,180,FALSE,Nike Pegasus 35,3.799999952,3.267752409,3.190000057,67,3.799999952,7.900000095,3.799999952,0.00199362
3212856345,"24 Mar 2020, 13:12:54",Afternoon Run,Run,,859,854,3.02,3020.399902,190,FALSE,Nike Pegasus 35,4.300000191,3.536768198,2.210000038,84,3.700000048,6.900000095,4.5,0.023175739
3223465223,"27 Mar 2020, 12:57:49",Lunch Run,Run,,1523,1523,5.01,5014.100098,186,FALSE,Nike Pegasus 35,4,3.292252064,4.835555553,65,3.700000048,7.5,7.400000095,0.001994376
3237931020,"31 Mar 2020, 11:58:13",Lunch Run,Run,,941,941,3.01,3016.600098,192,FALSE,Nike Pegasus 35,5,3.205738544,4.393333435,103,3.799999952,8.800000191,2.599999905,-0.029834913
3245803399,"2 Apr 2020, 12:16:05",Afternoon Run,Run,,1550,1547,5.02,5027.200195,182,FALSE,Nike Pegasus 35,4,3.249644518,2.530909061,76,3.700000048,7.400000095,4.099999905,-0.011935073
3266073040,"7 Apr 2020, 11:50:32",Lunch Run,Run,,997,991,3.3,3306,184,FALSE,Nike Pegasus 35,4.5,3.336024284,,88,3.700000048,6.900000095,3,-0.060496069
3276283791,"9 Apr 2020, 16:34:19",Afternoon Run by the river,Run,,1818,1818,5.5,5500.799805,177,FALSE,On Cloudflow,4.5,3.025742531,,132,3.700000048,7.5,2.700000048,-0.032722514
3297338743,"14 Apr 2020, 12:11:43",Afternoon Run,Run,,901,899,3.04,3045.5,189,FALSE,On Cloudflow,4,3.387652874,,37,4.300000191,6.800000191,3.400000095,0.006567066
3325742563,"20 Apr 2020, 12:01:49",Afternoon Run,Run,,893,893,3.01,3013,184,FALSE,On Cloudflow,4.199999809,3.3740201,,31,4.300000191,6.699999809,3.200000048,0.006637902
3335463751,"22 Apr 2020, 11:49:00",Lunch Run,Run,,1549,1546,5.02,5025.799805,185,FALSE,On Cloudflow,3.900000095,3.250840902,2.339999914,118,4.800000191,7.199999809,3.599999905,0.001989733
3349150819,"25 Apr 2020, 08:02:32",Morning Run,Run,,1610,1605,5.03,5029.700195,182,FALSE,Nike Pegasus 35,4.400000095,3.133769512,4.675714493,93,4.300000191,7.199999809,8.300000191,0
3359721894,"27 Apr 2020, 05:56:39",Morning Run,Run,,931,931,3.09,3097.100098,188,FALSE,Nike Pegasus 35,6.099999905,3.326637983,,56,3.900000095,6.800000191,3.200000048,0.032288268
3373791638,"30 Apr 2020, 05:35:55",Morning Run,Run,,886,886,3.02,3021.399902,188,FALSE,Nike Pegasus 35,4.300000191,3.410157919,2.012727261,98,4,6.800000191,2.900000095,-0.016548621
3409240559,"6 May 2020, 17:21:10",Evening Run,Run,,1926,1926,6.01,6013.899902,178,FALSE,Nike Pegasus 35,4.199999809,3.122481823,2.097222328,122,4.800000191,7.199999809,2.900000095,0.01496533
3545270635,"1 Jun 2020, 05:40:15",Morning Run,Run,,1279,1276,4.03,4033,185,FALSE,Nike Pegasus 35,3.700000048,3.16065836,2.279999971,55,4.300000191,7.199999809,3.200000048,0.004959087
3596227019,"11 Jun 2020, 05:38:47",Morning Run,Run,,914,914,3.02,3019.399902,189,FALSE,Nike Pegasus 35,4.099999905,3.303501129,0,47,4.800000191,6.400000095,2.799999952,0.003311916
3618082565,"15 Jun 2020, 11:50:46",Lunch Run,Run,,1262,1262,4.02,4020.300049,188,FALSE,Nike Pegasus 35,4.400000095,3.18565774,10.2966671,77,3.299999952,9.699999809,9.5,0
3681700467,"28 Jun 2020, 07:19:36",Morning Run,Run,,1781,1781,5.52,5520.899902,186,FALSE,Nike Pegasus 35,3.599999905,3.099887609,4.79333353,69,4.699999809,7.699999809,2.799999952,0
3691218071,"30 Jun 2020, 05:39:31",Morning Run,Run,,916,902,3.01,3017.100098,186,FALSE,Nike Pegasus 35,5.800000191,3.344900131,4.32285738,120,3.700000048,9.300000191,5.800000191,-0.019886646
3760513984,"14 Jul 2020, 11:44:19",Lunch Run,Run,,1636,1629,5.01,5011.899902,181,FALSE,Nike Pegasus 35,3.700000048,3.076672792,2.394545555,84,4.699999809,7.699999809,3.099999905,0.005985754
3791504263,"20 Jul 2020, 17:18:05",Evening Run,Run,,1628,1628,5.01,5009.299805,178,FALSE,Nike Pegasus 35,5.699999809,3.07696557,7.226666451,141,3.099999905,9,6.400000095,-0.007985148
3818215616,"24 Jul 2020, 11:55:38",Lunch Run,Run,,958,958,3.01,3016.800049,183,FALSE,On Cloudflow,4.800000191,3.149060488,5.139999866,145,3.799999952,10,6.5,0.013259082
3841749212,"31 Jul 2020, 05:35:03",Morning Run,Run,,1578,1575,5,5008.700195,182,FALSE,On Cloudflow,4.300000191,3.180126905,2.920000076,114,4.400000095,7.699999809,2.200000048,-0.017968735
3857800907,"3 Aug 2020, 12:03:19",Afternoon Run,Run,,886,886,3.01,3014.800049,186,FALSE,Nike Pegasus 35,4.599999905,3.402708769,0,43,4.699999809,6.900000095,2.799999952,0.00331697
3920082443,"16 Aug 2020, 07:40:07",Morning Run,Run,,1778,1778,5.55,5551.399902,187,FALSE,On Cloudflow,4,3.122272253,4.659523964,121,4.900000095,7.699999809,2.400000095,0
3934278233,"19 Aug 2020, 05:54:01",Morning Run,Run,,1018,1018,3.3,3303.300049,182,FALSE,Nike Pegasus 35,6.199999809,3.244891882,7.597619057,94,3.099999905,9.300000191,4.699999809,0.012109103
3953013147,"23 Aug 2020, 08:28:14",Sunday Morning Run,Run,,1936,1936,6.01,6014.100098,184,FALSE,On Cloudflow,5.099999905,3.106456518,4.819047451,91,4.800000191,7.699999809,2.900000095,0.001662759
4034262835,"9 Sep 2020, 11:48:55",Lunch Run,Run,,912,912,3.01,3017.100098,189,FALSE,On Cloudflow,3.900000095,3.308223724,0,38,4.699999809,6.900000095,3.299999952,-0.003314441
4066736188,"16 Sep 2020, 05:37:51",Morning Run,Run,,999,999,3.1,3104.5,182,FALSE,On Cloudflow,3.799999952,3.107607603,0,55,4.5,6.900000095,2.900000095,0
4215552374,"19 Oct 2020, 12:13:59",Afternoon Run,Run,,938,938,3.01,3010.800049,192,FALSE,Nike Pegasus 35,4.199999809,3.209808111,0,48,4.900000095,6.800000191,3,0.009964129
4245789959,"26 Oct 2020, 12:33:31",Lunch Run,Run,,1608,1608,5.01,5011.5,188,FALSE,Nike Pegasus 35,3.799999952,3.116604567,0,141,4.300000191,6.900000095,2.200000048,0
4254139120,"28 Oct 2020, 12:32:55",Lunch Run,Run,,924,924,3,3008.199951,187,FALSE,On Cloudflow,5.400000095,3.255627632,4.619999886,129,4.099999905,9.600000381,4.199999809,-0.026593976
4280157989,"3 Nov 2020, 12:47:50",Lunch Run,Run,,900,900,3,3007.199951,186,FALSE,Nike Pegasus 35,4.5,3.341333389,0,76,4.300000191,6.599999905,2.099999905,0
4331493698,"13 Nov 2020, 13:18:01",Afternoon Run,Run,,1096,1096,3.51,3515,188,FALSE,Nike Pegasus 35,3.900000095,3.207116842,2.619999886,69,4.199999809,6.900000095,2.400000095,0.014224751
4345881195,"16 Nov 2020, 12:44:01",Lunch Run,Run,,898,898,3.02,3019.300049,205,FALSE,Nike Pegasus 35,5.400000095,3.362249374,4.728571415,87,4.199999809,9.199999809,1.899999976,0.003312026
4415585025,"1 Dec 2020, 12:01:38",Lunch Run,Run,,1299,1299,4.01,4014.399902,194,FALSE,On Cloudflow,3.900000095,3.090377331,0,89,4.300000191,6.900000095,2.200000048,0
4437129811,"6 Dec 2020, 11:51:18",Lunch Run,Run,,1634,1634,5,5006.799805,185,FALSE,Nike Pegasus 35,3.700000048,3.064136982,0,97,5.099999905,6.900000095,2.400000095,0.001997284
4445692883,"8 Dec 2020, 12:44:06",Lunch Run,Run,,949,949,3.01,3017.300049,184,FALSE,Nike Pegasus 35,4.199999809,3.179451942,8.773333549,95,3.799999952,9.199999809,5.800000191,0.033142213
4471008541,"14 Dec 2020, 12:25:31",Lunch Run,Run,,935,935,3.02,3022.600098,193,FALSE,Nike Pegasus 35,4.699999809,3.232727289,2.225714207,109,4.099999905,7.199999809,5.800000191,-0.033084098
4514754337,"25 Dec 2020, 08:36:25",Christmas Morning Run,Run,Merry Christmas everyone! :) ,1950,1950,6.01,6018.399902,184,FALSE,Nike Pegasus 35,3.900000095,3.086359024,0,107,4.199999809,6.900000095,2.099999905,-0.003323142
4576305840,"6 Jan 2021, 12:44:14",Lunch Run,Run,,932,932,3.01,3013.300049,192,FALSE,Nike Pegasus 35,4.199999809,3.233154535,2.299999952,66,4.199999809,6.599999905,2.299999952,0.009955863
4586588891,"8 Jan 2021, 12:49:49",Lunch Run,Run,,1630,1630,5.01,5014.299805,186,FALSE,Nike Pegasus 35,4,3.076257706,2.526666641,119,4.300000191,6.900000095,2.799999952,-0.001994296
4603293973,"11 Jan 2021, 12:51:29",Lunch Run,Run,,928,928,3.01,3018.699951,182,FALSE,Nike Pegasus 35,4.099999905,3.252909422,0,102,5,6.599999905,2.700000048,0.006625369
4640964312,"18 Jan 2021, 12:54:09",Lunch Run,Run,,890,890,3.02,3022.399902,186,FALSE,Nike Pegasus 35,6.300000191,3.395955086,7.679999828,119,4.099999905,10.89999962,10.19999981,-0.016543144
4662011391,"22 Jan 2021, 13:02:21",Afternoon Run,Run,,1575,1575,5.05,5050.399902,185,FALSE,Nike Pegasus 35,3.799999952,3.206603289,0,100,3.799999952,6.900000095,1.399999976,-0.029700618
4678757840,"25 Jan 2021, 13:11:33",Afternoon Run,Run,,917,917,3.02,3022.399902,182,FALSE,Nike Pegasus 35,3.900000095,3.295965195,0,53,5,6.599999905,2.299999952,0.003308629
4785850711,"14 Feb 2021, 12:36:38",Lunch Run,Run,,1665,1665,5.04,5041,183,FALSE,Nike Pegasus 35,4.199999809,3.027627707,0,98,5,6.900000095,1.899999976,-0.003967467
4811724612,"19 Feb 2021, 12:44:39",Lunch Run,Run,,1584,1579,5.02,5021,189,FALSE,Nike Pegasus 35,4.5,3.179860592,4.659999847,113,4.300000191,6.900000095,2.599999905,0.007966541
4847198431,"25 Feb 2021, 12:48:06",Lunch Run,Run,,1579,1575,5.01,5016.399902,188,FALSE,On Cloudflow,4.099999905,3.185015917,2.339999914,79,4.199999809,6.900000095,3.5,-0.001993462
4871240622,"1 Mar 2021, 12:54:59",Lunch Run,Run,,1014,1014,3.3,3301.600098,180,FALSE,Nike Pegasus 35,4.199999809,3.256015778,2.279999971,83,4.199999809,6.599999905,2.799999952,-0.021201842
4888666698,"4 Mar 2021, 12:51:50",Lunch Run,Run,,929,929,3.11,3114.199951,186,FALSE,Nike Pegasus 35,4.5,3.352206707,7.539999962,54,4.5,8.699999809,5,-0.01284439
4990182404,"22 Mar 2021, 12:55:54",Lunch Run,Run,,924,924,3.03,3029.100098,182,FALSE,On Cloudflow,3.900000095,3.278246641,2.190000057,83,4.300000191,6.599999905,2.700000048,0.003301311
5001973691,"24 Mar 2021, 12:57:04",Lunch Run,Run,,1526,1523,5.01,5010.200195,184,FALSE,Nike Pegasus 35,6,3.289691448,7.936666489,249,3.799999952,8.399999619,5.300000191,-0.015967427
5030486894,"29 Mar 2021, 11:10:56",Lunch Run,Run,,1022,1022,3.5,3505.899902,184,FALSE,On Cloudflow,7.199999809,3.430430412,7.21999979,59,4.199999809,11.89999962,10.80000019,-0.019966342
5084259889,"7 Apr 2021, 11:44:22",Lunch Run,Run,,1058,1058,3.5,3501.899902,187,FALSE,On Cloudflow,3.900000095,3.309924364,0,50,4.199999809,6.900000095,2.200000048,-0.025700334
5113318243,"12 Apr 2021, 11:23:41",Lunch Run,Run,,1034,1034,3.51,3516.5,185,FALSE,Nike Pegasus 35,4.099999905,3.400870323,0,87,4.699999809,6.599999905,2.200000048,-0.00853121
5124924186,"14 Apr 2021, 11:37:36",Lunch Run,Run,,1584,1584,5.26,5259.399902,186,FALSE,Nike Pegasus 35,4.400000095,3.320328236,0,99,4.199999809,6.900000095,2,-0.017112218
5154065584,"19 Apr 2021, 11:46:29",Lunch Run,Run,,913,901,3.19,3195.100098,187,FALSE,Nike Pegasus 37 Daily Trainer,4.599999905,3.54617095,2.214999914,88,4.199999809,6.5,4.900000095,-0.006259585
5165913984,"21 Apr 2021, 11:58:31",Lunch Run,Run,,908,897,3.07,3069.800049,188,FALSE,Nike Pegasus 37 Daily Trainer,6.099999905,3.422296524,5.26607132,106,4,8.100000381,4.199999809,-0.013030165
5200967061,"27 Apr 2021, 11:45:31",Lunch Run,Run,,1207,1203,4.09,4089.899902,184,FALSE,Nike Pegasus 37 Daily Trainer,4.099999905,3.39975071,0,96,4.5,6.900000095,2,-0.002445047
5216390658,"30 Apr 2021, 05:39:47",Morning Run,Run,,956,956,3.3,3304.5,181,FALSE,Nike Pegasus 37 Daily Trainer,4.599999905,3.456589937,2.180000067,137,4.599999905,7.199999809,3.900000095,0
5272492753,"10 May 2021, 11:09:11",Lunch Run,Run,,934,934,3.21,3214.399902,183,FALSE,Nike Pegasus 37 Daily Trainer,4.199999809,3.441541672,2.180000067,53,4.199999809,6.599999905,3.900000095,-0.003111
5311642289,"17 May 2021, 11:28:30",Lunch Run,Run,,914,914,3.16,3164.399902,181,FALSE,Nike Pegasus 37 Daily Trainer,4.599999905,3.462144375,0,95,5,6.599999905,2.5,0.003160157
5337316984,"22 May 2021, 08:05:58",Morning Run,Run,,1568,1565,5.14,5148.899902,183,FALSE,Nike Pegasus 37 Daily Trainer,3.799999952,3.29003191,0,161,5,6.900000095,1.799999952,0.017479463
5348271919,"24 May 2021, 05:22:40",Morning Run,Run,,918,918,3.19,3195.100098,186,FALSE,Nike Pegasus 37 Daily Trainer,4.300000191,3.480501175,0,118,4.900000095,6.599999905,2,-0.01251917
5451284420,"11 Jun 2021, 11:45:59",Lunch Run,Run,,912,912,3.12,3124.600098,187,FALSE,Nike Pegasus 37 Daily Trainer,6,3.426096439,0,110,4.199999809,6.599999905,2.299999952,0.00320041
5461169447,"13 Jun 2021, 08:18:15",Morning Run,Run,,1525,1515,5.31,5315,183,FALSE,On Cloudflow,13.10000038,3.508250713,8.420000076,451,0.300000012,6.400000095,12.10000038,-0.005644402
